Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
,,,,,,,
,,-0.04707983207064165,,,-0.021660158186786793,,-0.018492099118547017
,,0.16931545736132253,,,-0.04394377254243054,-0.016047056642994578,0.08059537627664451
,-0.037052413196224626,0.0008344385688403011,,,0.01259749720751635,-0.0013126397208139545,-0.02230669636607588
0.13397234704812244,0.026437187931770245,0.0317974475655356,0.013844130003674682,0.08760622795944673,-0.06848613129044345,0.006545508184432766,0.025425637106304272
0.00364316676390003,0.000615090350541081,0.0064346147339998105,-0.051969506276566935,0.09281110431417228,-0.07771661109515227,0.021578801325883218,0.05277115373384825
0.0070291919452946106,0.047033422118179874,0.05781267351265823,-0.12874697213951358,-0.14069531485738584,-0.02658862855525801,0.051567477684368396,0.09086396174108324
0.01818082143651606,0.0509446724994487,-0.08501914288213344,0.030439424893333178,0.07103391807133452,0.07767771337169516,0.032351380132350366,-0.07239761973972472
0.13076332032868176,0.022330594990887825,0.05638744571168583,-0.02379881172803644,-0.030363519477826895,-0.07271254582466946,0.016374187072472443,0.0533752848399517
-0.125986701391968,-0.07813281595573937,-0.12221419718206356,-0.05545480022791316,-0.01815366987678091,0.06672806157955269,-0.026343446163300907,-0.019937826424016314
0.08089098485232221,0.07026884784611492,-0.01083027615720597,-0.01249844807924727,-0.04654783396713369,0.09331309957968226,0.0008363473270792399,-0.011719792077822852
0.07589867126097827,0.017626793376636224,-0.1369874659025836,0.05635842061082341,0.06258293567406653,0.02848246979324376,-0.004133537394932552,-0.07147926003803676
0.03979550315036051,-0.006800397371979516,0.036236812527470186,-0.06423796360205591,-0.04490612514819159,-0.12906159088481195,-0.004458955216513169,0.08556357174295044
0.06586757098127882,0.06741130454233035,-0.11817851027214989,0.022770810572766642,0.014637239681885739,-0.004362583593275793,-0.054270503307388064,0.00859233622595168
0.02175497044063096,0.038838363871360415,0.07437322721694975,0.03152334051328465,-0.003345984917830891,-0.01971052868657619,0.01792327982873798,0.02757717130191925
-0.13187805129483415,-0.039521862751017184,-0.038462830981196294,0.05300518097937046,0.03381313896712157,0.04874856318575771,-0.016396927921462974,-0.03948304196021933
0.06123636866191301,0.015161817509872555,0.08835125026589924,-0.06306565081913296,-0.025444146259892553,-0.013182246850343082,0.015704136180068107,0.017992224884583935
0.029051499992220675,-0.020934833530642502,-0.015242363755182564,0.07203663182342401,0.0415915849224201,0.14185540730658652,-0.045807372467056795,-0.1197403086619968
-0.12106386308769787,-0.014070210721531834,0.04356179787694872,0.03323189811861704,-0.0719117812450828,-0.03010719130781303,0.048760129217541255,-0.012228639578336701
-0.1236773449069819,-0.008998689364459744,0.07039115321590605,0.04807620967987236,-0.007180843937151793,0.06775559685724375,-0.010688863272759828,-0.06067135032343407
-0.16547845618073714,-0.15115687214554477,-0.061481699354057895,0.03848610567734445,-0.01552692990316662,-0.029626420063727288,-0.0321819448457126,0.0056999164349726475
